,total_loss,feature_reconstruction_loss,structure_reconstruction_loss,proj_loss,pca_loss,accuracy,accuracy_s,accuracy_f,auc score,f1 score
0,33556.390625,54.29236602783203,11542.84765625,3221.962158203125,18737.291015625,0.5912233243162007,0.7595431319507063,0.7883979561166216,0.5708720815195885,0.15
1,33433.85546875,49.310791015625,12877.3603515625,3213.95556640625,17293.228515625,0.6813946498346859,0.7691614066726781,0.7871956717763751,0.6223088148001583,0.3375
2,26825.921875,39.04334259033203,8843.818359375,3206.4755859375,14736.5849609375,0.6579501051998797,0.7775773970544033,0.7859933874361287,0.6184744756628413,0.28875
3,24186.314453125,33.97076416015625,8378.4794921875,3198.688720703125,12575.17578125,0.6056507363991585,0.7601442741208295,0.7871956717763751,0.5401266323703997,0.18
4,22967.74609375,30.37492561340332,8471.2568359375,3190.999755859375,11275.1142578125,0.7168620378719567,0.8292756236850015,0.7829876765855125,0.6418903343886031,0.41125
5,21844.765625,24.854759216308594,8384.6044921875,3183.7734375,10251.533203125,0.6212804328223624,0.7601442741208295,0.7853922452660054,0.557586070439256,0.2125
6,19609.849609375,21.52617835998535,7113.84375,3176.7001953125,9297.779296875,0.6074541629095281,0.7607454162909528,0.7908025247971145,0.5462811634349031,0.18375
7,18435.1015625,19.208288192749023,6735.7568359375,3169.690673828125,8510.4462890625,0.6627592425608656,0.7823865344153892,0.7968139464983469,0.6084106648199447,0.29875
8,17183.86328125,17.13704490661621,6235.7392578125,3162.776611328125,7768.2099609375,0.6062518785692816,0.7649534114818155,0.8052299368800722,0.5252290265136526,0.18125000000000002
9,16143.3046875,15.579167366027832,5854.79296875,3155.950927734375,7116.98193359375,0.5924256086564472,0.7643522693116922,0.8046287947099489,0.49210674713098534,0.1525
10,15125.52734375,14.44904613494873,5428.66845703125,3149.20458984375,6533.20458984375,0.604448452058912,0.7673579801623084,0.8088367899008115,0.47361248516026905,0.17750000000000002
11,14215.1484375,13.507282257080078,5046.1064453125,3142.5546875,6012.98095703125,0.6080553050796513,0.7691614066726781,0.8130447850916742,0.4665972497032054,0.185
12,13363.1337890625,12.84741497039795,4649.86669921875,3136.02392578125,5564.3955078125,0.5996393146979261,0.7667568379921852,0.8160504959422904,0.44708646616541353,0.1675
13,12581.349609375,12.22693157196045,4281.25390625,3129.613525390625,5158.2548828125,0.5972347460174331,0.7679591223324316,0.8160504959422904,0.412155223585279,0.1625
14,11853.267578125,11.770296096801758,3944.900634765625,3123.313232421875,4773.28271484375,0.5972347460174331,0.7673579801623084,0.8154493537721671,0.4063845468935497,0.1625
15,11189.9375,11.171659469604492,3641.787353515625,3117.120849609375,4419.85693359375,0.5990381725278028,0.7673579801623084,0.8142470694319206,0.39735160269093783,0.16625
16,10598.80859375,10.626069068908691,3364.539794921875,3111.0302734375,4112.61279296875,0.604448452058912,0.7697625488428014,0.8178539224526601,0.37179165017807675,0.17750000000000002
17,10084.6767578125,10.081366539001465,3141.3134765625,3105.027587890625,3828.254638671875,0.6050495942290351,0.7697625488428014,0.820258491133153,0.37101503759398496,0.17875
18,9603.521484375,9.72692584991455,2931.741455078125,3099.1005859375,3562.9521484375,0.6062518785692816,0.7697625488428014,0.8214607754733995,0.3752280371982588,0.18125000000000002
19,9220.3359375,9.401174545288086,2789.480712890625,3093.242431640625,3328.212158203125,0.6092575894198978,0.7715659753531711,0.822663059813646,0.38580233478432924,0.1875
20,8866.0693359375,9.105291366577148,2666.53857421875,3087.43701171875,3102.98828125,0.6068530207394048,0.7679591223324316,0.8238653441538923,0.3782313514048279,0.18249999999999997
21,8567.2021484375,8.903189659118652,2560.777587890625,3081.6748046875,2915.8466796875,0.6068530207394048,0.7673579801623084,0.8250676284941388,0.3899134349030471,0.18249999999999997
22,8301.783203125,8.739046096801758,2473.000244140625,3075.94091796875,2744.10302734375,0.6104598737601443,0.7673579801623084,0.8262699128343853,0.4098199445983379,0.19
23,8071.49853515625,8.563142776489258,2400.546875,3070.22412109375,2592.16455078125,0.6002404568680493,0.7661556958220619,0.8256687706642621,0.37986297981796596,0.16875
24,7864.869140625,8.41340160369873,2349.322509765625,3064.516845703125,2442.6162109375,0.6002404568680493,0.7643522693116922,0.8250676284941388,0.36312030075187973,0.16875
25,7654.923828125,8.274718284606934,2282.0791015625,3058.816162109375,2305.753662109375,0.589419897805831,0.7625488428013225,0.8250676284941388,0.3603888009497428,0.14625
26,7471.869140625,8.197885513305664,2213.715087890625,3053.112548828125,2196.843505859375,0.5948301773369402,0.761346558461076,0.8250676284941388,0.3890136525524337,0.1575
27,7311.5107421875,8.080145835876465,2163.368408203125,3047.40185546875,2092.660400390625,0.5900210399759543,0.7607454162909528,0.8250676284941388,0.3560679659675504,0.1475
28,7153.13623046875,7.948770999908447,2113.543701171875,3041.681396484375,1989.9622802734375,0.5870153291253382,0.7595431319507063,0.8256687706642621,0.3243707954095766,0.14125
29,7015.431640625,7.8309760093688965,2064.385009765625,3035.953125,1907.262451171875,0.5864141869552149,0.7601442741208295,0.8250676284941388,0.3179298575385833,0.14
30,6900.20556640625,7.772686004638672,2031.2347412109375,3030.21142578125,1830.98681640625,0.5912233243162007,0.7595431319507063,0.8250676284941388,0.3268178670360111,0.15
31,6809.0087890625,7.699851036071777,2011.72021484375,3024.45556640625,1765.13330078125,0.5942290351668169,0.7595431319507063,0.8250676284941388,0.3260719232291254,0.15625
32,6705.5712890625,7.624757766723633,1986.5130615234375,3018.6845703125,1692.7489013671875,0.5942290351668169,0.7607454162909528,0.8250676284941388,0.33136179263949345,0.15625
33,6603.923828125,7.5287370681762695,1957.7943115234375,3012.90087890625,1625.7000732421875,0.5972347460174331,0.7601442741208295,0.8250676284941388,0.32327908587257614,0.1625
34,6517.91845703125,7.432221412658691,1940.0277099609375,3007.106689453125,1563.35205078125,0.5978358881875564,0.7607454162909528,0.8250676284941388,0.3187371388998813,0.16375
35,6424.521484375,7.362005710601807,1899.0655517578125,3001.299560546875,1516.7945556640625,0.6002404568680493,0.7601442741208295,0.8250676284941388,0.31800949742777995,0.16875
36,6357.66259765625,7.285057544708252,1881.127197265625,2995.481689453125,1473.7685546875,0.5936278929966937,0.7595431319507063,0.8256687706642621,0.3538291452314998,0.155
37,6295.85546875,7.2221574783325195,1865.4356689453125,2989.654296875,1433.5435791015625,0.589419897805831,0.7595431319507063,0.8262699128343853,0.37359269885239416,0.14625
38,6229.55078125,7.167849540710449,1846.4759521484375,2983.817626953125,1392.089599609375,0.5942290351668169,0.7595431319507063,0.8268710550045085,0.3843905817174515,0.15625
39,6170.78759765625,7.124170780181885,1827.7886962890625,2977.971923828125,1357.90283203125,0.591824466486324,0.7595431319507063,0.8262699128343853,0.41722991689750694,0.15125
40,6116.04736328125,7.097891807556152,1814.9139404296875,2972.11669921875,1321.9188232421875,0.589419897805831,0.7595431319507063,0.8262699128343853,0.34346705579738823,0.14625
41,6078.53515625,7.053501129150391,1809.4217529296875,2966.251220703125,1295.80859375,0.5996393146979261,0.7595431319507063,0.8268710550045085,0.4078534329244163,0.1675
42,6023.833984375,7.028341770172119,1791.69189453125,2960.38134765625,1264.732666015625,0.5966336038473099,0.7595431319507063,0.8274721971746318,0.4356173328056984,0.16125
43,5988.451171875,6.994400978088379,1780.962158203125,2954.504638671875,1245.9901123046875,0.5882176134655847,0.7595431319507063,0.8274721971746318,0.3633987930352196,0.14375
44,5938.3046875,6.964212417602539,1764.4010009765625,2948.62109375,1218.318359375,0.5852119026149685,0.7595431319507063,0.8268710550045085,0.340799366838148,0.1375
45,5903.84521484375,6.943928241729736,1757.591796875,2942.732666015625,1196.5765380859375,0.5852119026149685,0.7595431319507063,0.8268710550045085,0.3751652156707558,0.1375
46,5846.66650390625,6.9329705238342285,1739.5416259765625,2936.840087890625,1163.3519287109375,0.5888187556357078,0.7595431319507063,0.8268710550045085,0.37036703601108034,0.145
47,5805.9775390625,6.909452438354492,1731.212646484375,2930.943359375,1136.9119873046875,0.5948301773369402,0.7595431319507063,0.8268710550045085,0.4238647605856747,0.1575
48,5769.7021484375,6.902120590209961,1724.244140625,2925.044921875,1113.5107421875,0.6290952810339645,0.7793808235647731,0.8262699128343853,0.47234640878512063,0.22875
49,5740.52490234375,6.884652614593506,1721.2606201171875,2919.1435546875,1093.23583984375,0.5972347460174331,0.7595431319507063,0.8268710550045085,0.39564800158290464,0.1625
50,5704.77099609375,6.874600410461426,1709.98388671875,2913.241943359375,1074.67041015625,0.5948301773369402,0.7595431319507063,0.8262699128343853,0.42605658884052233,0.1575
51,5678.0234375,6.860999584197998,1706.60498046875,2907.339599609375,1057.2176513671875,0.5960324616771867,0.7595431319507063,0.8262699128343853,0.484470716264345,0.16
52,5645.33837890625,6.842564105987549,1702.2510986328125,2901.434814453125,1034.8101806640625,0.6008415990381726,0.7595431319507063,0.8262699128343853,0.45352592006331616,0.17
53,5613.6298828125,6.81173849105835,1693.919189453125,2895.528564453125,1017.3699951171875,0.5996393146979261,0.7595431319507063,0.8262699128343853,0.40459883260783536,0.1675
54,5577.35400390625,6.814965724945068,1690.25927734375,2889.625,990.6547241210938,0.6104598737601443,0.7595431319507063,0.8262699128343853,0.48666204986149586,0.19
55,5542.0107421875,6.7892351150512695,1681.1514892578125,2883.7197265625,970.350341796875,0.6032461677186655,0.7595431319507063,0.8262699128343853,0.4941857934309458,0.175
56,5514.095703125,6.788449287414551,1675.9510498046875,2877.81640625,953.539794921875,0.6086564472497745,0.7601442741208295,0.8256687706642621,0.43868297388207356,0.18625
57,5476.50390625,6.770823001861572,1660.74365234375,2871.9208984375,937.0682373046875,0.6152690111211302,0.7595431319507063,0.8256687706642621,0.47669098733676296,0.20000000000000004
58,5450.47705078125,6.749046802520752,1656.583740234375,2866.02685546875,921.11767578125,0.602043883378419,0.7595431319507063,0.8262699128343853,0.48870894341115945,0.1725
59,5421.09619140625,6.747192859649658,1651.486083984375,2860.13525390625,902.7275390625,0.6152690111211302,0.7595431319507063,0.8256687706642621,0.47037247724574593,0.20000000000000004
60,5391.5234375,6.718048095703125,1639.6353759765625,2854.249267578125,890.920654296875,0.630297565374211,0.7601442741208295,0.8256687706642621,0.5202772556390978,0.23125
61,5374.42431640625,6.703747749328613,1641.44482421875,2848.37353515625,877.9025268554688,0.6345055605650737,0.761346558461076,0.8256687706642621,0.5290947764147209,0.24
62,5354.3740234375,6.689743995666504,1638.148193359375,2842.500732421875,867.0353393554688,0.6164712954613766,0.7595431319507063,0.8256687706642621,0.4965663335971508,0.2025
63,5325.80419921875,6.679531574249268,1627.2900390625,2836.631103515625,855.2037963867188,0.6351067027351969,0.761346558461076,0.8250676284941388,0.5255757815591611,0.24125
64,5292.16357421875,6.661027431488037,1609.539306640625,2830.77099609375,845.1924438476562,0.6236850015028554,0.7607454162909528,0.8256687706642621,0.5071544815987337,0.2175
65,5269.72802734375,6.667299747467041,1604.4908447265625,2824.91259765625,833.6573486328125,0.6555455365193869,0.7763751127141569,0.8250676284941388,0.581633854372774,0.28375
66,5238.841796875,6.663097858428955,1590.4149169921875,2819.06103515625,822.7024536132812,0.6501352569882777,0.7631499849714457,0.8256687706642621,0.5596290067273447,0.2725
67,5229.9208984375,6.6383795738220215,1596.728759765625,2813.2255859375,813.3280639648438,0.6284941388638413,0.7595431319507063,0.8256687706642621,0.5289429165017807,0.2275
68,5206.66845703125,6.62382698059082,1588.6759033203125,2807.39697265625,803.9717407226562,0.6260895701833483,0.761346558461076,0.8256687706642621,0.46951177285318557,0.2225
69,5179.44873046875,6.617171287536621,1579.0113525390625,2801.57275390625,792.2473754882812,0.6345055605650737,0.761346558461076,0.8256687706642621,0.5114248614958449,0.24
70,5162.802734375,6.599355220794678,1577.2607421875,2795.7490234375,783.193603515625,0.6609558160504959,0.7811842500751428,0.8262699128343853,0.5892031064503364,0.295
71,5126.0966796875,6.5823187828063965,1560.7030029296875,2789.926513671875,768.884765625,0.6765855124737,0.7902013826269912,0.8262699128343853,0.6117355065294816,0.3275
72,5102.56787109375,6.577669620513916,1554.1397705078125,2784.10595703125,757.7447509765625,0.6405169822663059,0.7607454162909528,0.8262699128343853,0.5307612781954887,0.2525
73,5087.78515625,6.569477081298828,1553.6239013671875,2778.291015625,749.3007202148438,0.6333032762248272,0.7595431319507063,0.8256687706642621,0.4899510288880095,0.23750000000000002
74,5068.7568359375,6.568536281585693,1551.873779296875,2772.48193359375,737.8326416015625,0.6284941388638413,0.7601442741208295,0.8256687706642621,0.4683725761772853,0.2275
75,5046.755859375,6.563785076141357,1548.2965087890625,2766.683349609375,725.2117919921875,0.686804929365795,0.8040276525398257,0.8256687706642621,0.6464980708349821,0.34875
76,5025.310546875,6.553153991699219,1541.67041015625,2760.887939453125,716.1991577148438,0.6621581003907424,0.7727682596934174,0.8256687706642621,0.6096619014641868,0.2975
77,4992.04541015625,6.543400764465332,1525.6405029296875,2755.095458984375,704.7661743164062,0.6453261196272918,0.761346558461076,0.8256687706642621,0.5441892560348239,0.2625
78,4982.35498046875,6.533180236816406,1531.1319580078125,2749.306396484375,695.3831176757812,0.6543432521791404,0.7625488428013225,0.8256687706642621,0.5277418876137712,0.28125
79,4967.60205078125,6.532837390899658,1529.4178466796875,2743.521240234375,688.1302490234375,0.6321009918845807,0.7625488428013225,0.8256687706642621,0.5106480015829046,0.235
80,4943.5166015625,6.522309303283691,1517.5794677734375,2737.744140625,681.670654296875,0.6387135557559362,0.7595431319507063,0.8256687706642621,0.5544707162643451,0.24875
81,4920.2255859375,6.515007495880127,1507.392822265625,2731.974365234375,674.34326171875,0.6537421100090172,0.7631499849714457,0.8256687706642621,0.5892716165413534,0.28
82,4896.3642578125,6.50864315032959,1498.1700439453125,2726.211181640625,665.4745483398438,0.65614667868951,0.7685602645025549,0.8256687706642621,0.5551174812030075,0.285
83,4891.62841796875,6.5033674240112305,1508.489990234375,2720.459716796875,656.1754760742188,0.6609558160504959,0.7703636910129246,0.8256687706642621,0.5564285714285714,0.295
84,4855.86865234375,6.502676010131836,1485.4405517578125,2714.7119140625,649.2135620117188,0.6669672377517283,0.7727682596934174,0.8256687706642621,0.5859193213296399,0.3075
85,4848.14501953125,6.498632431030273,1489.0205078125,2708.970947265625,643.65478515625,0.6339044183949504,0.7595431319507063,0.8256687706642621,0.5051028888009497,0.23875
86,4822.45751953125,6.497845649719238,1476.2509765625,2703.239501953125,636.4691772460938,0.6471295461376616,0.761346558461076,0.8256687706642621,0.5333233577364465,0.26625
87,4808.16455078125,6.497158050537109,1477.3685302734375,2697.521240234375,626.7777099609375,0.6717763751127142,0.7853922452660054,0.8262699128343853,0.6090072220023744,0.3175
88,4789.5458984375,6.4965410232543945,1471.4090576171875,2691.811279296875,619.829345703125,0.6597535317102494,0.7739705440336639,0.8256687706642621,0.5796918282548477,0.2925
89,4773.970703125,6.495944023132324,1472.0291748046875,2686.105224609375,609.3402709960938,0.6567478208596333,0.7631499849714457,0.8262699128343853,0.5443616442421845,0.28625
90,4739.82666015625,6.495296478271484,1451.346923828125,2680.407958984375,601.5764770507812,0.6417192666065524,0.7601442741208295,0.8262699128343853,0.5306870795409576,0.255
91,4731.9580078125,6.494608402252197,1456.31591796875,2674.720947265625,594.4268798828125,0.6513375413285242,0.7625488428013225,0.8262699128343853,0.5413209833795014,0.275
92,4726.13427734375,6.495517253875732,1462.8265380859375,2669.043701171875,587.7683715820312,0.6675683799218515,0.784189960925759,0.8262699128343853,0.5864206569054214,0.30875
93,4695.484375,6.506196975708008,1441.2864990234375,2663.376220703125,584.3153686523438,0.658551247370003,0.7739705440336639,0.8262699128343853,0.5738083696082311,0.29
94,4678.0703125,6.4926066398620605,1437.2474365234375,2657.716796875,576.613525390625,0.6609558160504959,0.7667568379921852,0.8262699128343853,0.5684534527107241,0.295
95,4653.99755859375,6.491908073425293,1424.4962158203125,2652.072509765625,570.9371337890625,0.6537421100090172,0.7679591223324316,0.8262699128343853,0.5558206371191137,0.28
96,4650.359375,6.491225242614746,1432.6102294921875,2646.438232421875,564.8197631835938,0.6705740907724677,0.7691614066726781,0.8262699128343853,0.5615552037989711,0.315
97,4623.63232421875,6.490549564361572,1415.5914306640625,2640.8134765625,560.7366333007812,0.6453261196272918,0.7667568379921852,0.8262699128343853,0.5245661851998418,0.2625
98,4610.21435546875,6.489828586578369,1413.5699462890625,2635.197265625,554.957275390625,0.6555455365193869,0.7733694018635408,0.8262699128343853,0.5714414325286902,0.28375
99,4571.46923828125,6.48911190032959,1391.026611328125,2629.59326171875,544.3602905273438,0.6567478208596333,0.7667568379921852,0.8268710550045085,0.5626298476454293,0.28625
100,4547.66015625,6.488396644592285,1376.8148193359375,2624.004150390625,540.35302734375,0.6603546738803727,0.7631499849714457,0.8268710550045085,0.5634969825880491,0.29375
101,4532.865234375,6.487626075744629,1371.1531982421875,2618.420654296875,536.8037109375,0.668770664262098,0.7763751127141569,0.8262699128343853,0.5804983676296003,0.31125
102,4507.8818359375,6.4873046875,1358.7220458984375,2612.84375,529.8285522460938,0.6705740907724677,0.7739705440336639,0.8262699128343853,0.5822843292441631,0.315
103,4489.2080078125,6.498622894287109,1350.9486083984375,2607.27880859375,524.4818725585938,0.6693718064322213,0.7715659753531711,0.8262699128343853,0.5794348535813216,0.3125
104,4452.56005859375,6.561843395233154,1326.4271240234375,2601.7392578125,517.8318481445312,0.658551247370003,0.7673579801623084,0.8232642019837692,0.5514641867827463,0.29
105,4417.52294921875,6.665503025054932,1299.8797607421875,2596.2099609375,514.7673950195312,0.6525398256687707,0.763751127141569,0.8256687706642621,0.5460355658884052,0.2775
106,4351.66064453125,6.5154829025268555,1246.4935302734375,2590.6904296875,507.96124267578125,0.6609558160504959,0.7721671175232943,0.8262699128343853,0.5748938959240205,0.295
107,4316.38720703125,6.495261192321777,1218.9161376953125,2585.18798828125,505.78778076171875,0.6615569582206192,0.7631499849714457,0.8256687706642621,0.5596248021369212,0.29625
108,4282.359375,6.482123374938965,1196.874267578125,2579.7060546875,499.29681396484375,0.6657649534114818,0.7667568379921852,0.8274721971746318,0.5704976256430551,0.305
109,4262.58740234375,6.533047676086426,1186.076904296875,2574.232666015625,495.7445068359375,0.6663660955816051,0.761346558461076,0.8268710550045085,0.5583035714285713,0.30625
110,4229.462890625,6.516206741333008,1162.3699951171875,2568.776123046875,491.8006286621094,0.6723775172828373,0.7691614066726781,0.8262699128343853,0.5772017214087851,0.31875
