,total_loss,feature_reconstruction_loss,structure_reconstruction_loss,proj_loss,pca_loss,accuracy,accuracy_s,accuracy_f,auc score,f1 score
0,32961.3203125,59.6618537902832,8679.6083984375,3229.69189453125,20992.35546875,0.7908025247971145,0.8929966937180643,0.7962128043282236,0.7228556588840523,0.565
1,31577.662109375,53.56044006347656,7409.201171875,3211.90869140625,20902.9921875,0.7902013826269912,0.8996092575894199,0.7926059513074842,0.7270904234269886,0.56375
2,31082.2578125,46.95949935913086,7027.3388671875,3193.940185546875,20814.01953125,0.7607454162909528,0.8509167418094379,0.7932070934776074,0.7013667392164622,0.5025
3,30702.671875,42.49721145629883,6758.87939453125,3175.895263671875,20725.400390625,0.6856026450255486,0.8130447850916742,0.7950105199879771,0.6431158488326079,0.34625
4,30368.5078125,40.01698684692383,6533.40576171875,3157.8154296875,20637.26953125,0.6345055605650737,0.7757739705440336,0.7950105199879771,0.5702047882865057,0.24
5,30078.82421875,38.55729675292969,6350.880859375,3139.720458984375,20549.666015625,0.6152690111211302,0.7691614066726781,0.7956116621581004,0.5158468539770479,0.20000000000000004
6,29805.40234375,37.354618072509766,6183.822265625,3121.638671875,20462.5859375,0.6092575894198978,0.7649534114818155,0.7956116621581004,0.48521913335971506,0.1875
7,29548.248046875,36.008296966552734,6032.62890625,3103.5947265625,20376.015625,0.6014427412082958,0.7643522693116922,0.7944093778178539,0.46680228531855955,0.17125
8,29310.41796875,34.46566390991211,5900.4111328125,3085.60400390625,20289.9375,0.5948301773369402,0.7631499849714457,0.7962128043282236,0.4410976454293629,0.1575
9,29090.26953125,32.6677131652832,5785.58056640625,3067.67529296875,20204.345703125,0.5984370303576796,0.7619477006311993,0.7980162308385933,0.4158196478037198,0.165
10,28877.396484375,30.896793365478516,5677.439453125,3049.814208984375,20119.24609375,0.5960324616771867,0.7607454162909528,0.7986173730087166,0.3848377522754254,0.16
11,28671.69921875,29.22686195373535,5575.802734375,3032.021240234375,20034.6484375,0.5942290351668169,0.7607454162909528,0.8016230838593328,0.3553714879303522,0.15625
12,28476.5234375,27.515254974365234,5484.150390625,3014.294677734375,19950.564453125,0.589419897805831,0.7601442741208295,0.8034265103697025,0.3333226157499011,0.14625
13,28286.939453125,25.99629020690918,5397.2998046875,2996.635498046875,19867.0078125,0.589419897805831,0.7601442741208295,0.8016230838593328,0.3181339038385437,0.14625
14,28105.2265625,24.49329376220703,5317.70751953125,2979.04541015625,19783.98046875,0.5882176134655847,0.7601442741208295,0.8016230838593328,0.30758804907004356,0.14375
15,27929.021484375,23.32734489440918,5242.6845703125,2961.527099609375,19701.482421875,0.589419897805831,0.7601442741208295,0.8094379320709347,0.30062969924812033,0.14625
16,27755.373046875,22.187807083129883,5169.58837890625,2944.084716796875,19619.51171875,0.5882176134655847,0.7601442741208295,0.8124436429215509,0.29513306292045904,0.14375
17,27583.87890625,21.193714141845703,5097.900390625,2926.720947265625,19538.0625,0.5870153291253382,0.7601442741208295,0.8136459272617974,0.2908958250890384,0.14125
18,27417.8046875,20.26103401184082,5030.97314453125,2909.4365234375,19457.134765625,0.5870153291253382,0.7601442741208295,0.810039074241058,0.2877379303521963,0.14125
19,27255.65234375,19.32421112060547,4967.3701171875,2892.23291015625,19376.724609375,0.5852119026149685,0.7601442741208295,0.8106402164111812,0.28340720221606647,0.1375
20,27096.9609375,18.72193145751953,4906.29443359375,2875.11083984375,19296.833984375,0.5858130447850917,0.7601442741208295,0.8124436429215509,0.28084784329244167,0.13875
21,26939.88671875,18.027359008789062,4846.33056640625,2858.071044921875,19217.458984375,0.5852119026149685,0.7601442741208295,0.8136459272617974,0.278189552829442,0.1375
22,26784.69140625,17.292741775512695,4787.68359375,2841.113525390625,19138.6015625,0.5852119026149685,0.7601442741208295,0.8184550646227833,0.2772450039572616,0.1375
