,total_loss,reconstruction_loss,proj_loss,pca_loss,accuracy,auc score,f1 score
0,6346128.5,9876.1298828125,6316171.5,20080.751953125,0.6447249774571686,0.58399683419074,0.26125
1,6304107.5,8295.5771484375,6275865.0,19946.857421875,0.6164712954613766,0.5266477047882865,0.2025
2,6263281.5,7670.99853515625,6235796.0,19814.658203125,0.6014427412082958,0.4265658389394539,0.17125
3,6222974.0,7322.55859375,6195967.5,19683.888671875,0.5966336038473099,0.36594504352987733,0.16125
4,6182966.5,7029.6591796875,6156382.5,19554.712890625,0.591824466486324,0.3414476157499011,0.15125
5,6143248.0,6778.2353515625,6117042.5,19427.298828125,0.591824466486324,0.32647803719825885,0.15125
6,6103811.0,6561.0634765625,6077948.5,19301.728515625,0.591824466486324,0.31314404432132964,0.15125
7,6064669.0,6388.60986328125,6039102.5,19178.03125,0.5888187556357078,0.3027601899485556,0.145
8,6025797.0,6233.1630859375,6000508.0,19056.21875,0.5876164712954614,0.2971705579738821,0.1425
9,5987199.0,6096.7509765625,5962165.5,18936.25,0.589419897805831,0.29496834190740007,0.14625
10,5948876.0,5981.435546875,5924076.5,18818.083984375,0.5870153291253382,0.29401513652552436,0.14125
11,5910823.0,5877.1796875,5886244.5,18701.658203125,0.5888187556357078,0.2942580134546894,0.145
12,5873035.0,5777.5625,5848670.5,18586.92578125,0.5864141869552149,0.2923812821527503,0.14
13,5835510.0,5682.47998046875,5811353.5,18473.873046875,0.5876164712954614,0.29151810447170556,0.1425
14,5798254.5,5594.76513671875,5774297.0,18362.513671875,0.5864141869552149,0.2899643846458251,0.14
15,5761270.0,5515.9873046875,5737501.0,18252.888671875,0.5858130447850917,0.2881776810447171,0.13875
16,5724547.0,5435.453125,5700966.5,18145.0390625,0.5858130447850917,0.2875370993272655,0.13875
17,5688094.0,5362.04541015625,5664693.0,18038.9765625,0.5852119026149685,0.2862885833003561,0.1375
18,5651913.5,5295.6220703125,5628683.5,17934.70703125,0.584009618274722,0.28449495449149187,0.135
19,5615997.5,5230.228515625,5592935.5,17832.240234375,0.5852119026149685,0.28523743569449944,0.1375
20,5580356.0,5173.31640625,5557451.0,17731.560546875,0.5822061917643523,0.2844261970716264,0.13125
21,5544970.0,5108.61181640625,5522229.0,17632.650390625,0.5900210399759543,0.2849797190344282,0.1475
22,5509857.0,5051.3935546875,5487270.0,17535.4765625,0.5852119026149685,0.28435842896715474,0.1375
23,5475011.5,4997.26416015625,5452574.0,17439.9921875,0.5888187556357078,0.28351355362089437,0.145
24,5440429.5,4943.52978515625,5418140.0,17346.154296875,0.5882176134655847,0.28221260387811636,0.14375
25,5406115.0,4893.01220703125,5383968.0,17253.916015625,0.5870153291253382,0.2819365848832608,0.14125
26,5372067.0,4846.44921875,5350057.0,17163.26171875,0.5864141869552149,0.28123614958448756,0.14
27,5338280.5,4799.93798828125,5316406.5,17074.16015625,0.5858130447850917,0.2813934507320934,0.13875
28,5304755.5,4753.33935546875,5283015.5,16986.59765625,0.5834084761045988,0.28070983379501385,0.13375
29,5271495.0,4711.5087890625,5249883.0,16900.5625,0.5858130447850917,0.2804100712307084,0.13875
30,5238487.0,4663.0771484375,5217008.0,16816.001953125,0.5864141869552149,0.2800499604273843,0.14
31,5205741.0,4617.89892578125,5184390.0,16732.876953125,0.5852119026149685,0.2801988523941432,0.1375
32,5173258.5,4580.37451171875,5152027.0,16651.142578125,0.5906221821460775,0.28200732093391373,0.14875
33,5141027.0,4538.7158203125,5119918.0,16570.734375,0.5834084761045988,0.2798239018599129,0.13375
34,5109053.5,4500.572265625,5088061.5,16491.60546875,0.5852119026149685,0.28114241195093,0.1375
35,5077334.0,4464.52685546875,5056456.0,16413.716796875,0.5864141869552149,0.27996735259200634,0.14
36,5045864.0,4426.888671875,5025100.0,16337.02734375,0.5822061917643523,0.27809903047091417,0.13125
37,5014650.5,4395.3798828125,4993993.5,16261.501953125,0.5828073339344755,0.2805906212900673,0.1325
38,4983677.0,4358.22900390625,4963132.0,16187.0986328125,0.5834084761045988,0.2798031262366443,0.13375
39,4952953.5,4324.05517578125,4932515.5,16113.794921875,0.5834084761045988,0.28052087455480806,0.13375
40,4922475.0,4290.8662109375,4902142.5,16041.5654296875,0.5852119026149685,0.27953155916106054,0.1375
41,4892239.5,4258.1171875,4872011.0,15970.3662109375,0.5810039074241058,0.27956024930747925,0.12875
42,4862244.5,4225.34765625,4842119.0,15900.16015625,0.584009618274722,0.2798367629600317,0.135
43,4832491.5,4195.4814453125,4812465.0,15830.9130859375,0.5828073339344755,0.27961960823110404,0.1325
44,4802973.0,4164.17626953125,4783046.5,15762.5927734375,0.5828073339344755,0.279600316580926,0.1325
45,4773696.0,4138.7998046875,4753862.0,15695.154296875,0.5828073339344755,0.2799851602690938,0.1325
46,4744648.5,4108.837890625,4724911.0,15628.56640625,0.584009618274722,0.279165512465374,0.135
47,4715826.5,4074.288330078125,4696189.0,15562.80859375,0.5852119026149685,0.2798797981796597,0.1375
48,4687241.0,4047.773681640625,4667695.0,15497.8466796875,0.5852119026149685,0.2800173130193906,0.1375
49,4658883.0,4020.72021484375,4639429.0,15433.669921875,0.5858130447850917,0.28027601899485555,0.13875
50,4630751.5,3995.12890625,4611386.0,15370.2578125,0.584009618274722,0.2795726157499011,0.135
51,4602842.5,3969.75048828125,4583565.0,15307.5947265625,0.5822061917643523,0.2794217451523546,0.13125
52,4575152.0,3940.046875,4555966.5,15245.6533203125,0.5822061917643523,0.2791086268302335,0.13125
