,total_loss,reconstruction_loss,proj_loss,pca_loss,accuracy,auc score,f1 score
0,103000.59375,62702.44140625,7598.3720703125,32699.78515625,0.6382559490729046,0.6106622710463029,0.20444444444444443
1,167188.90625,119526.5703125,7591.5712890625,40070.7734375,0.6547264184307583,0.6014864680282191,0.24066666666666667
2,166109.0625,117166.9296875,7585.82177734375,41356.3125,0.616025867731016,0.5438738856557466,0.15555555555555556
3,212513.265625,167591.703125,7580.35009765625,37341.21875,0.6460364775425655,0.5032755654366196,0.22155555555555556
4,226382.84375,182994.625,7575.0830078125,35813.140625,0.599151215076037,0.4705936557756999,0.11844444444444445
5,162532.203125,120157.3125,7569.87353515625,34805.01953125,0.6122871722326075,0.5333010745657054,0.14733333333333334
6,144734.65625,104502.546875,7564.67578125,32667.4453125,0.6097610266255747,0.53545991993432,0.14177777777777778
7,123687.46875,85439.578125,7559.48046875,30688.40234375,0.6058202394786035,0.5300182218444168,0.13311111111111112
8,105952.046875,69887.46875,7554.27978515625,28510.29296875,0.6078411559642298,0.49755405886498544,0.13755555555555554
9,90797.0625,56547.9921875,7549.1064453125,26699.962890625,0.6128934471782953,0.47136852009270763,0.14866666666666667
10,78147.5546875,45449.12890625,7543.97314453125,25154.455078125,0.6077401101399484,0.4690387250521299,0.13733333333333334
11,68714.6953125,37225.50390625,7538.87646484375,23950.314453125,0.6105693932198252,0.49844555606413976,0.14355555555555555
12,61311.4140625,30939.51953125,7533.81494140625,22838.078125,0.6179457383923609,0.5068308957620407,0.15977777777777777
13,55063.8984375,25706.720703125,7528.78564453125,21828.390625,0.6122871722326075,0.44983202917820064,0.14733333333333334
14,50495.796875,22079.2265625,7523.7822265625,20892.791015625,0.6169352801495478,0.462636761917217,0.15755555555555556
15,46700.453125,19161.591796875,7518.79736328125,20020.06640625,0.6273430000505229,0.49142000334212466,0.18044444444444444
16,43557.3046875,16859.73828125,7513.82275390625,19183.7421875,0.6306775122518062,0.5159463443696098,0.18777777777777777
