,total_loss,reconstruction_loss,proj_loss,pca_loss,accuracy,auc score,f1 score
0,856731.8125,5591.37890625,850974.875,165.57191467285156,0.649743875843181,0.5692403687090413,0.13675
1,851179.3125,5472.95361328125,845541.375,165.02525329589844,0.6495410052239184,0.5657682286695934,0.13625
2,845674.4375,5370.26025390625,840139.6875,164.48056030273438,0.6500481817720749,0.5624407091047909,0.1375
3,840221.0,5286.65087890625,834770.4375,163.93841552734375,0.6509610995587564,0.5576219539352294,0.13975
4,834803.875,5206.69140625,829433.8125,163.39907836914062,0.651163970178019,0.5510016860724056,0.14025
5,829434.875,5141.92138671875,824130.0625,162.86256408691406,0.6514682761069128,0.545270813450404,0.141
6,824100.5,5078.27392578125,818859.9375,162.3284454345703,0.6519754526550692,0.5385891471018642,0.14225
7,818808.875,5023.75927734375,813623.3125,161.7965545654297,0.6514682761069128,0.5324211920213782,0.141
8,813551.4375,4969.537109375,808420.625,161.26699829101562,0.6520768879647005,0.5260448240758414,0.1425
9,808331.3125,4918.34716796875,803252.1875,160.73973083496094,0.6517725820358067,0.5204055401794235,0.14175
10,803149.25,4870.880859375,798118.1875,160.21487426757812,0.6514682761069128,0.5148048371190431,0.141
11,798007.0,4828.53076171875,793018.8125,159.69215393066406,0.6517725820358067,0.5092584224088567,0.14175
12,792897.0,4783.583984375,787954.25,159.17153930664062,0.6517725820358067,0.5044725138385188,0.14175
13,787822.3125,4739.11474609375,782924.5625,158.6529541015625,0.6512654054876502,0.4996844897245021,0.1405
14,782787.0,4698.65380859375,777930.25,158.13641357421875,0.6510625348683877,0.49465274066297643,0.14
15,777789.375,4660.7060546875,772971.0625,157.62193298339844,0.6508596642491251,0.48993704269262583,0.1395
16,772828.0625,4623.62451171875,768047.3125,157.10964965820312,0.6507582289394939,0.48522792199529174,0.13925
17,767902.625,4587.0595703125,763158.9375,156.59959411621094,0.6508596642491251,0.4801795826175478,0.1395
18,763013.1875,4551.12060546875,758306.0,156.09182739257812,0.6509610995587564,0.47528342718075967,0.13975
19,758157.5625,4513.25,753488.75,155.58627319335938,0.6504539230106,0.47085517274288985,0.1385
20,753343.1875,4481.025390625,748707.125,155.08297729492188,0.6514682761069128,0.46513700928930457,0.141
21,748561.625,4446.10107421875,743960.9375,154.58193969726562,0.6507582289394939,0.4594338216580772,0.13925
22,743822.8125,4418.3212890625,739250.4375,154.0830078125,0.6502510523913374,0.4537243192085004,0.138
23,739112.75,4383.80615234375,734575.375,153.5863800048828,0.6507582289394939,0.44789251288413817,0.13925
24,734445.5625,4356.6318359375,729935.875,153.0920867919922,0.6504539230106,0.4420592272698352,0.1385
25,729807.25,4322.97900390625,725331.625,152.60006713867188,0.6500481817720749,0.43627562511929757,0.1375
26,725206.8125,4291.79296875,720762.875,152.11044311523438,0.6503524877009688,0.4298378348285296,0.13825
27,720641.8125,4260.9716796875,716229.1875,151.62298583984375,0.6505553583202313,0.4236111932938855,0.13875
28,716117.8125,4236.126953125,711730.5625,151.13784790039062,0.6503524877009688,0.418008239485907,0.13825
29,711625.8125,4208.23486328125,707266.9375,150.65512084960938,0.6504539230106,0.41211893968314567,0.1385
30,707165.125,4176.75048828125,702838.1875,150.17474365234375,0.649743875843181,0.4062250747598142,0.13675
31,702745.625,4151.9326171875,698444.0,149.69679260253906,0.6501496170817062,0.4007672663358147,0.13775
32,698357.4375,4123.87109375,694084.3125,149.22134399414062,0.6502510523913374,0.3958667287014061,0.138
33,694002.0,4094.228271484375,689759.0,148.74832153320312,0.6509610995587564,0.3902803572564739,0.13975
34,689685.5625,4069.48046875,685467.8125,148.277587890625,0.6502510523913374,0.38509760132340776,0.138
35,685402.625,4044.37841796875,681210.4375,147.80902099609375,0.6504539230106,0.3811975806451613,0.1385
36,681151.8125,4017.588134765625,676986.9375,147.3426513671875,0.6498453111528123,0.3755629175415156,0.137
37,676936.5,3992.72216796875,672796.875,146.87838745117188,0.6506567936298625,0.37161991792326776,0.139
38,672751.8125,3965.224853515625,668640.125,146.41635131835938,0.6502510523913374,0.367079149965006,0.138
39,668603.5,3941.13623046875,664516.4375,145.95657348632812,0.6510625348683877,0.3629918400458103,0.14
40,664486.25,3915.232666015625,660425.5,145.49893188476562,0.6506567936298625,0.35867034898517525,0.139
41,660402.0625,3889.858642578125,656367.125,145.0432586669922,0.6512654054876502,0.3553949863205446,0.1405
42,656353.125,3867.36279296875,652341.1875,144.58975219726562,0.6506567936298625,0.35081268689953554,0.139
43,652332.9375,3841.5224609375,648347.3125,144.13836669921875,0.651163970178019,0.3467608322198893,0.14025
44,648347.5,3818.6474609375,644385.1875,143.6890411376953,0.6504539230106,0.34352444009671057,0.1385
45,644391.125,3793.072021484375,640454.8125,143.2417755126953,0.6515697114165441,0.33991006553413505,0.14125
46,640470.625,3772.107421875,636555.6875,142.7965545654297,0.651163970178019,0.33667932811605267,0.14025
47,636575.5625,3745.677490234375,632687.5,142.35340881347656,0.6509610995587564,0.33359627314372975,0.13975
48,632717.3125,3725.164794921875,628850.1875,141.91241455078125,0.6513668407972816,0.3305992078640962,0.14075
49,628885.375,3700.447021484375,625043.4375,141.47341918945312,0.6520768879647005,0.32811121715340075,0.1425
50,625083.5625,3675.575927734375,621266.9375,141.03636169433594,0.6518740173454379,0.3253078593242985,0.142
51,621314.1875,3653.126953125,617520.4375,140.60134887695312,0.6518740173454379,0.3231509352929949,0.142
52,617572.625,3628.689697265625,613803.75,140.1683349609375,0.6516711467261754,0.3211966262645543,0.1415
