,total_loss,reconstruction_loss,proj_loss,pca_loss,accuracy,auc score,f1 score
27,1356.387451171875,1.4012354612350464,1337.1163330078125,17.86986541748047,0.6535984176091697,0.533579499904562,0.14625
28,1346.9442138671875,1.3633939027786255,1328.510009765625,17.07080841064453,0.6563371709692144,0.5358307167398358,0.153
29,1337.7242431640625,1.348447322845459,1319.9749755859375,16.40089225769043,0.653294111680276,0.5306757810014634,0.1455
30,1328.7447509765625,1.3326771259307861,1311.5106201171875,15.90152359008789,0.6574529593751585,0.5391781669529808,0.15575
31,1319.7020263671875,1.312171220779419,1303.11669921875,15.273168563842773,0.6535984176091697,0.5320120808678501,0.14625
32,1310.846435546875,1.3229416608810425,1294.7928466796875,14.730585098266602,0.6538012882284323,0.5322939492269516,0.14675
33,1301.9632568359375,1.2736194133758545,1286.5384521484375,14.151281356811523,0.6543084647765888,0.53432718553159,0.148
34,1293.278076171875,1.2474169731140137,1278.352294921875,13.678393363952637,0.6587716184003651,0.5378289511357128,0.159
35,1284.7529296875,1.2209563255310059,1270.2333984375,13.29864501953125,0.665162042907136,0.5423231135076669,0.17475
36,1276.2076416015625,1.2075790166854858,1262.181396484375,12.818739891052246,0.6603945833544657,0.5428903337150857,0.163
37,1267.81982421875,1.1699575185775757,1254.195556640625,12.4542875289917,0.6635390779530355,0.5474341715976331,0.17075
38,1259.410400390625,1.128257393836975,1246.2752685546875,12.00678539276123,0.668407972815337,0.550674230132977,0.18275
39,1251.212646484375,1.0869659185409546,1238.42041015625,11.705305099487305,0.6776385859917837,0.557076000509003,0.2055
40,1243.025634765625,1.0571619272232056,1230.630126953125,11.338342666625977,0.6768271035147335,0.5586353947954444,0.20350000000000001
41,1234.8515625,1.021407961845398,1222.903564453125,10.92669677734375,0.6782471978495714,0.5589679328116053,0.207
42,1226.833251953125,1.0203280448913574,1215.24072265625,10.572150230407715,0.6701323730790688,0.5505618200038176,0.187
43,1218.8890380859375,0.9688641428947449,1207.6412353515625,10.278973579406738,0.678450068468834,0.5600778615511866,0.2075
44,1210.9549560546875,0.9247283935546875,1200.10400390625,9.926284790039062,0.687072069787493,0.5658314166189476,0.22875
45,1203.2259521484375,0.8952922224998474,1192.6287841796875,9.701924324035645,0.6907237409342192,0.572277374817077,0.23775
46,1195.580078125,0.9061726331710815,1185.2149658203125,9.45901870727539,0.6837247045696607,0.5672450928930457,0.2205
47,1187.8623046875,0.8545259237289429,1177.8616943359375,9.146108627319336,0.6912309174823756,0.5731040036266464,0.239
48,1180.269287109375,0.8363202810287476,1170.56884765625,8.864173889160156,0.6901151290764315,0.5730196204746453,0.23625
49,1172.8857421875,0.8344829678535461,1163.3358154296875,8.715486526489258,0.6902165643860628,0.5727978462810969,0.2365
50,1165.380615234375,0.7912418842315674,1156.1614990234375,8.427800178527832,0.69711416544099,0.5770345962970033,0.2535
51,1158.0418701171875,0.7820090055465698,1149.04541015625,8.214468955993652,0.6954912004868895,0.5763643427498887,0.2495
52,1150.775146484375,0.77703458070755,1141.9866943359375,8.011460304260254,0.6952883298676269,0.5779616895718012,0.249
53,1143.564453125,0.7704579830169678,1134.98486328125,7.809024333953857,0.6966069888928336,0.5791482391677801,0.25225
54,1136.463134765625,0.7610072493553162,1128.03955078125,7.66256856918335,0.7004615306588223,0.5824077273016478,0.26175
55,1129.4715576171875,0.7543454766273499,1121.1500244140625,7.567086696624756,0.7008672718973474,0.5829788207036966,0.26275
56,1122.3890380859375,0.7418803572654724,1114.3154296875,7.331766605377197,0.7037074605670234,0.5854016192657632,0.26975
