,total_loss,accuracy,auc score,f1 score
0,29.503164291381836,0.7287667248400233,0.5381231635651322,0.1711111111111111
1,28.47502326965332,0.731675392670157,0.540661306997497,0.18
2,27.708084106445312,0.7318208260616638,0.5382968222875177,0.18044444444444444
3,27.11783790588379,0.7302210587550901,0.5362695886385896,0.17555555555555555
4,26.61947250366211,0.731239092495637,0.5355148819240396,0.1786666666666667
5,26.158300399780273,0.7334205933682374,0.5350913048209816,0.18533333333333335
6,25.734712600708008,0.7340023269342641,0.5349052671672653,0.1871111111111111
7,25.343610763549805,0.7363292611983712,0.5344237403417129,0.1942222222222222
8,24.985631942749023,0.7380744618964514,0.5343653825225814,0.19955555555555557
9,24.663864135742188,0.7390924956369983,0.5339134563064534,0.2026666666666667
10,24.365215301513672,0.7408376963350786,0.5338604037436064,0.20800000000000002
11,24.088590621948242,0.7406922629435718,0.5332891772771792,0.20755555555555558
12,23.819456100463867,0.7421465968586387,0.5325749809554903,0.21200000000000002
13,23.56667137145996,0.7428737638161722,0.5317767167265208,0.21422222222222226
14,23.33740234375,0.7440372309482257,0.530796278158668,0.21777777777777776
15,23.113502502441406,0.7440372309482257,0.5297431167700511,0.21777777777777776
16,22.91340446472168,0.7452006980802792,0.5288040047883338,0.22133333333333335
17,22.71772575378418,0.7456369982547993,0.5280983784960278,0.2226666666666667
18,22.521841049194336,0.7456369982547993,0.5272439057568832,0.2226666666666667
19,22.346254348754883,0.7462187318208261,0.5266894656654696,0.22444444444444445
