,total_loss,accuracy,auc score,f1 score
0,27.363525390625,0.6910994764397905,0.4036770051148112,0.05600000000000001
1,25.531152725219727,0.7020069808027923,0.42329483621721625,0.08933333333333335
2,24.40155792236328,0.7073880162885399,0.4397446947437153,0.10577777777777778
3,23.67106056213379,0.7110238510762071,0.45024921101316795,0.11688888888888889
4,23.151901245117188,0.7121873182082606,0.4570571607356622,0.12044444444444444
5,22.76685333251953,0.712914485165794,0.46133485689411247,0.12266666666666665
6,22.44049072265625,0.7137870855148342,0.46477633583632605,0.12533333333333332
7,22.160614013671875,0.7142233856893543,0.4668586625312874,0.12666666666666665
8,21.907955169677734,0.7145142524723677,0.46822385460877136,0.12755555555555556
9,21.678359985351562,0.714805119255381,0.46863687561214495,0.12844444444444444
10,21.44243621826172,0.714805119255381,0.4696647350092502,0.12844444444444444
11,21.206626892089844,0.7150959860383944,0.47035572423549893,0.12933333333333333
12,20.979074478149414,0.714805119255381,0.47079192512787027,0.12844444444444444
13,20.752716064453125,0.714805119255381,0.47118203830667105,0.12844444444444444
14,20.519989013671875,0.7149505526468877,0.4719290728044401,0.1288888888888889
15,20.263935089111328,0.7146596858638743,0.47340322668407875,0.12799999999999997
16,20.01797103881836,0.7149505526468877,0.47446240069648493,0.1288888888888889
17,19.749874114990234,0.7153868528214078,0.47462212972031775,0.13022222222222224
18,19.488439559936523,0.7155322862129145,0.4748863858961802,0.13066666666666668
19,19.204580307006836,0.7156777196044212,0.47480207313091743,0.13111111111111112
