,total_loss
0,37.192501068115234
1,35.46871566772461
2,33.261199951171875
3,30.971233367919922
4,28.742198944091797
5,26.6589412689209
6,24.757339477539062
7,23.05795669555664
8,21.59630012512207
9,20.314016342163086
10,19.25421714782715
11,18.310993194580078
12,17.510725021362305
13,16.784740447998047
14,16.136140823364258
15,15.498990058898926
16,14.976613998413086
17,14.472724914550781
18,13.99812126159668
19,13.540764808654785
