,total_loss
0,21.20763397216797
1,20.830320358276367
2,20.36956024169922
3,19.861398696899414
4,19.35725975036621
5,18.86571502685547
6,18.38431739807129
7,17.921710968017578
8,17.470943450927734
9,17.020917892456055
10,16.5853271484375
11,16.17013931274414
12,15.75686264038086
13,15.365160942077637
14,14.98499870300293
15,14.608076095581055
16,14.236839294433594
17,13.875038146972656
18,13.501708984375
19,13.151152610778809
