,total_loss
0,29.67049789428711
1,28.759464263916016
2,28.03590202331543
3,27.484325408935547
4,27.024810791015625
5,26.626554489135742
6,26.290164947509766
7,25.99736213684082
8,25.727773666381836
9,25.490753173828125
10,25.274179458618164
11,25.06747055053711
12,24.880931854248047
13,24.707515716552734
14,24.5447940826416
15,24.395370483398438
16,24.25531768798828
17,24.128284454345703
18,24.008087158203125
19,23.8949031829834
